station_name,year,josha_num,lines
名鉄堀田,2004,2369467.0,1
名鉄堀田,2005,2465051.0,1
名鉄堀田,2006,2509939.0,1
名鉄堀田,2007,2552759.0,1
名鉄堀田,2008,2530624.0,1
名鉄堀田,2009,2414843.0,1
名鉄堀田,2010,2380540.0,1
名鉄堀田,2011,2362677.0,1
名鉄堀田,2012,2377096.0,1
名鉄堀田,2013,2452214.0,1
名鉄堀田,2014,2469507.0,1
名鉄堀田,2015,2519435.0,1
吹上,1991,0.0,0
吹上,1992,0.0,0
吹上,1993,5600.0,1
吹上,1994,1396144.0,1
吹上,1995,1572565.0,1
吹上,1996,1639424.0,1
吹上,1997,1637833.0,1
吹上,1998,2058730.0,1
吹上,1999,1856151.0,1
吹上,2000,1961876.0,1
吹上,2001,2141684.0,1
吹上,2002,2250465.0,1
吹上,2003,2414800.0,1
吹上,2004,2282423.0,1
吹上,2005,2275538.0,1
吹上,2006,2273438.0,1
吹上,2007,2247425.0,1
吹上,2008,2282632.0,1
吹上,2009,2252576.0,1
吹上,2010,2215552.0,1
吹上,2011,2391401.0,1
吹上,2012,2441213.0,1
吹上,2013,2539316.0,1
吹上,2014,2534022.0,1
吹上,2015,2654100.0,1
味鋺,1991,409157.0,1
味鋺,1992,397405.0,1
味鋺,1993,369678.0,1
味鋺,1994,346379.0,1
味鋺,1995,322545.0,1
味鋺,1996,299422.0,1
味鋺,1997,285060.0,1
味鋺,1998,265123.0,1
味鋺,1999,262369.0,1
味鋺,2000,248644.0,1
味鋺,2001,229127.0,1
味鋺,2002,226365.0,1
味鋺,2003,435508.0,1
味鋺,2004,564849.0,1
味鋺,2005,628981.0,1
味鋺,2006,651016.0,1
味鋺,2007,672279.0,1
味鋺,2008,695038.0,1
味鋺,2009,686077.0,1
味鋺,2010,708468.0,1
味鋺,2011,709925.0,1
味鋺,2012,705755.0,1
味鋺,2013,734613.0,1
味鋺,2014,745350.0,1
味鋺,2015,778484.0,1
呼続,1991,516716.0,1
呼続,1992,509511.0,1
呼続,1993,500688.0,1
呼続,1994,462434.0,1
呼続,1995,445745.0,1
呼続,1996,414266.0,1
