station_name,year,josha_num,lines,log_josha_num
八事日赤,2002,1.0,0,0.0
八事日赤,2003,1.0,0,0.0
八事日赤,2004,643138.0,1,13.37411459916596
八事日赤,2005,1701780.0,1,14.347185320066226
八事日赤,2006,1939910.0,1,14.478152138210802
八事日赤,2007,2021184.0,1,14.519194036279107
八事日赤,2008,2017103.0,1,14.517172881572042
八事日赤,2009,2021261.0,1,14.519232132035516
八事日赤,2010,2094490.0,1,14.554820644948663
八事日赤,2011,2146538.0,1,14.579366869727881
八事日赤,2012,2232749.0,1,14.618744119667856
八事日赤,2013,2278722.0,1,14.63912531746123
八事日赤,2014,2308865.0,1,14.652266619758604
八事日赤,2015,2559832.0,1,14.75545218930233
八田,1991,2465328.0,3,14.717835419487173
八田,1992,2410023.0,3,14.695146848989763
八田,1993,2435887.0,3,14.705821519215466
八田,1994,2423246.0,3,14.700618521677747
八田,1995,2426836.0,3,14.702098909290013
八田,1996,2458734.0,3,14.7151571412926
八田,1997,2447374.0,3,14.710526170958438
八田,1998,2383596.0,3,14.684120829719637
八田,1999,2421801.0,3,14.70002203621833
八田,2000,2405880.0,3,14.693426298961226
八田,2001,2491440.0,3,14.728371414535237
八田,2002,2551637.0,3,14.752245671950243
八田,2003,2544168.0,3,14.749314238997604
八田,2004,2558042.0,3,14.754752680063538
八田,2005,2696776.0,3,14.80756754342602
八田,2006,2827637.0,3,14.854951938495347
八田,2007,2937800.0,3,14.893171559879452
八田,2008,3063588.0,3,14.935097336049466
八田,2009,3111338.0,3,14.950563416715529
八田,2010,3161959.0,3,14.966702330190575
八田,2011,3208331.0,3,14.98126142219702
八田,2012,3326710.0,3,15.017494385586803
八田,2013,3435950.0,3,15.049804010175981
八田,2014,3519911.0,3,15.073946263163723
八田,2015,3711240.0,3,15.12687661054654
六番町,1991,2811427.0,1,14.849202741589822
六番町,1992,2736021.0,1,14.822015233133719
六番町,1993,2727669.0,1,14.818957956273037
六番町,1994,2608353.0,1,14.774229545630059
六番町,1995,2623430.0,1,14.77999317983946
六番町,1996,2547280.0,1,14.750536681174186
六番町,1997,2565740.0,1,14.757757494004506
六番町,1998,2549453.0,1,14.751389384320168
